"","ERR688505_500K_merged_Abundance","ERR688506_500K_merged_Abundance","ERR688507_500K_merged_Abundance","ERR688508_500K_merged_Abundance","ERR688509_500K_merged_Abundance","ERR688510_500K_merged_Abundance","ERR688511_500K_merged_Abundance","ERR688512_500K_merged_Abundance","ERR688513_500K_merged_Abundance","ERR688514_500K_merged_Abundance","ERR688515_500K_merged_Abundance","ERR688516_500K_merged_Abundance","ERR688517_500K_merged_Abundance","ERR688518_500K_merged_Abundance","ERR688519_500K_merged_Abundance","ERR688520_500K_merged_Abundance","ERR688521_500K_merged_Abundance","ERR688522_500K_merged_Abundance","ERR688523_500K_merged_Abundance","ERR688524_500K_merged_Abundance","ERR688525_500K_merged_Abundance","ERR688526_500K_merged_Abundance","ERR688527_500K_merged_Abundance","ERR688528_500K_merged_Abundance","ERR688529_500K_merged_Abundance","ERR688530_500K_merged_Abundance","ERR688531_500K_merged_Abundance","ERR688532_500K_merged_Abundance","ERR688533_500K_merged_Abundance","ERR688534_500K_merged_Abundance","ERR688535_500K_merged_Abundance","ERR688536_500K_merged_Abundance","ERR688537_500K_merged_Abundance","ERR688538_500K_merged_Abundance","ERR688539_500K_merged_Abundance","ERR688540_500K_merged_Abundance","ERR688541_500K_merged_Abundance","ERR688542_500K_merged_Abundance","ERR688543_500K_merged_Abundance","ERR688544_500K_merged_Abundance","ERR688545_500K_merged_Abundance","ERR688546_500K_merged_Abundance","ERR688547_500K_merged_Abundance","ERR688548_500K_merged_Abundance","ERR688549_500K_merged_Abundance","ERR688550_500K_merged_Abundance","ERR688551_500K_merged_Abundance","ERR688552_500K_merged_Abundance","ERR688553_500K_merged_Abundance","ERR688554_500K_merged_Abundance","ERR688555_500K_merged_Abundance","ERR688556_500K_merged_Abundance","ERR688557_500K_merged_Abundance","ERR688558_500K_merged_Abundance","ERR688559_500K_merged_Abundance","ERR688560_500K_merged_Abundance","ERR688561_500K_merged_Abundance","ERR688562_500K_merged_Abundance","ERR688563_500K_merged_Abundance","ERR688564_500K_merged_Abundance","ERR688565_500K_merged_Abundance","ERR688566_500K_merged_Abundance","ERR688567_500K_merged_Abundance","ERR688568_500K_merged_Abundance","ERR688569_500K_merged_Abundance","ERR688570_500K_merged_Abundance","ERR688571_500K_merged_Abundance","ERR688572_500K_merged_Abundance","ERR688573_500K_merged_Abundance","ERR688574_500K_merged_Abundance","ERR688575_500K_merged_Abundance","ERR688576_500K_merged_Abundance","ERR688577_500K_merged_Abundance","ERR688578_500K_merged_Abundance","ERR688579_500K_merged_Abundance","ERR688580_500K_merged_Abundance","ERR688581_500K_merged_Abundance","ERR688582_500K_merged_Abundance","ERR688583_500K_merged_Abundance","ERR688584_500K_merged_Abundance","ERR688585_500K_merged_Abundance","ERR688586_500K_merged_Abundance","ERR688587_500K_merged_Abundance","ERR688588_500K_merged_Abundance","ERR688589_500K_merged_Abundance","ERR688590_500K_merged_Abundance","ERR688591_500K_merged_Abundance","ERR688592_500K_merged_Abundance","ERR688593_500K_merged_Abundance","ERR688594_500K_merged_Abundance","ERR688595_500K_merged_Abundance","ERR688596_500K_merged_Abundance","ERR688597_500K_merged_Abundance","ERR688598_500K_merged_Abundance","ERR688599_500K_merged_Abundance","ERR688600_500K_merged_Abundance","ERR688601_500K_merged_Abundance","ERR688602_500K_merged_Abundance","ERR688603_500K_merged_Abundance","ERR688604_500K_merged_Abundance","ERR688605_500K_merged_Abundance","ERR688606_500K_merged_Abundance","ERR688607_500K_merged_Abundance","ERR688608_500K_merged_Abundance","ERR688609_500K_merged_Abundance","ERR688610_500K_merged_Abundance","ERR688611_500K_merged_Abundance","ERR688612_500K_merged_Abundance","ERR688613_500K_merged_Abundance","ERR688614_500K_merged_Abundance","ERR688615_500K_merged_Abundance","ERR688616_500K_merged_Abundance","ERR688617_500K_merged_Abundance","ERR688618_500K_merged_Abundance","ERR688619_500K_merged_Abundance","ERR688620_500K_merged_Abundance","ERR688621_500K_merged_Abundance","ERR688622_500K_merged_Abundance","ERR688623_500K_merged_Abundance","ERR688624_500K_merged_Abundance","ERR688625_500K_merged_Abundance","ERR688626_500K_merged_Abundance","ERR688627_500K_merged_Abundance","ERR688628_500K_merged_Abundance","ERR688629_500K_merged_Abundance","ERR688630_500K_merged_Abundance","ERR688631_500K_merged_Abundance","ERR688632_500K_merged_Abundance","ERR688633_500K_merged_Abundance","ERR688634_500K_merged_Abundance","ERR688635_500K_merged_Abundance","ERR688636_500K_merged_Abundance","ERR688637_500K_merged_Abundance","ERR688638_500K_merged_Abundance","ERR688639_500K_merged_Abundance","ERR688640_500K_merged_Abundance","ERR688641_500K_merged_Abundance","ERR688642_500K_merged_Abundance","ERR688643_500K_merged_Abundance","ERR688644_500K_merged_Abundance","ERR688645_500K_merged_Abundance","ERR688646_500K_merged_Abundance","ERR688647_500K_merged_Abundance","ERR688648_500K_merged_Abundance","ERR688649_500K_merged_Abundance","ERR688650_500K_merged_Abundance","ERR688651_500K_merged_Abundance","ERR710424_500K_merged_Abundance","ERR710425_500K_merged_Abundance","ERR710426_500K_merged_Abundance","ERR710427_500K_merged_Abundance","ERR710428_500K_merged_Abundance","ERR710429_500K_merged_Abundance","ERR710430_500K_merged_Abundance","ERR710431_500K_merged_Abundance","ERR710432_500K_merged_Abundance"
"PWY-8113: 3PG-factor 420 biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,5.42594e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116983,0,0,0,0,0,0,0,0,1.9264e-05,0,5.19005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7767e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65381e-05
"PWY-8125: mevalonate pathway IV (archaea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-8131: 5'-deoxyadenosine degradation II",0,0,0,0,0,0,9.58521e-05,4.42649e-05,0,2.98785e-05,0,0,0,3.01449e-05,0,0,0,2.61619e-05,0,0,0,3.60912e-05,0,0,0,0,4.52239e-05,0,4.07077e-05,1.05905e-05,6.47309e-05,3.52294e-05,0,0,0,0,0,0,5.81378e-05,0,0,0,4.25922e-05,0,3.72221e-05,3.19972e-05,0,6.86856e-05,4.13729e-05,0,0,0,8.84939e-05,0,0,0,0,0,0,2.65137e-05,0,6.17688e-05,0,0.000200921,0,0,0,0,0,0,0,0,0,0,0,0,3.15996e-05,0,2.59412e-05,0,2.49426e-05,0,2.56977e-05,8.30538e-05,0,0,0,0,0,4.0071e-05,0,3.9543e-05,0,3.42804e-05,0,0,2.85712e-05,0.000127319,3.51747e-05,0,3.25328e-05,0,0.000253401,5.26763e-05,4.44416e-05,0,0,2.02039e-05,3.37642e-05,0,0.000114026,0,5.86376e-05,0,0,0,6.97726e-05,3.94218e-05,5.11843e-05,0,5.52155e-05,0,0,5.26715e-05,0,0,7.79084e-05,0,0,0,0,5.1869e-05,0,2.71467e-05,0,2.43751e-05,4.3165e-05,0,0,0,4.26082e-05,0,0,0,0,0,4.83704e-05,0,0,0,0,0,0,4.54692e-05,0,0
"PWY-8134: bile acid 7&beta;-dehydroxylation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-8173: anteiso-branched-chain fatty acid biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-8174: odd iso-branched-chain fatty acid biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-8175: even iso-branched-chain fatty acid biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-8178: pentose phosphate pathway (non-oxidative branch) II",0.000332979,0.00021984,0.000401039,0.000276269,0.000396624,0.000501529,0.000658458,0.000483298,0.000502967,0.000373171,0.000273774,0.000255656,0.000117083,0.000502242,0.000487728,0.000328457,0.000563546,0.000497602,0.000321568,0.000148146,0.000209957,0.000436034,0.000147965,0.000198108,0.000197188,0.000377787,0.0009327,0.000317366,0.000460237,0.000521012,0.000607036,0.000440011,0.000767259,0.000536847,0.000705803,0.00034225,0.000402526,0.000602742,0.000354051,0.00025071,0.000257583,0.000343366,0.000299514,0.000443181,0.000758155,0.000461698,0.000230071,0.000518046,0.000329885,0.000529716,0.000363129,0.000287665,0.000543878,7.12822e-05,0.000326215,0.000633184,0.000797993,0.000498789,0.000809962,0.000299635,0.000236342,0.000529382,0.000330752,0.000600366,0.000207439,0.000248087,0.000552628,0.000525515,0.0003272,0.000202532,0.000159923,0.000259951,0.000214901,0.000224457,0.000159279,0.00043809,4.63612e-05,0.000118403,0.00020774,0.000525971,0.000448632,0.000254731,0.000544481,0.000785723,0.000312903,0.000225559,0.000542933,0.000231891,0.000186076,0.000451971,0.000420734,0.00029456,0.00036842,0.000639673,0.000692902,0.000219095,0.000275279,0.000677967,0.00058938,0.000180455,0.000371363,0.000804672,0.000561107,0.000409189,0.000330034,4.92623e-05,0.00039863,0.00055349,0.000277905,0.000189737,0.000491713,0.00057014,0.000419622,0.000294902,0.00026671,0.000488297,0.000520459,0.000413638,0.000338008,0.000101698,0.000418369,0.000168372,0.000181063,0.000469633,0.00030203,0.000137605,0.000492612,0.000503405,0.000141982,0.000187734,6.30165e-05,0.000418595,0.000243518,0.000629853,0.000207331,0.000416942,0.000564734,0.000161736,0.000251743,0,0.000442972,0.000178495,0.000360612,0.000113274,0.0002965,0,0.000276246,0.000147462,0.000140081,0.000310623,0.000200908,9.96913e-05,0.000185669,0.000459021,0.000230916,4.05935e-05
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",5.35316e-05,0,3.57615e-05,5.09352e-05,0.000130568,0.000260989,0.000451506,0,0.000186595,5.43751e-05,5.95266e-05,7.05157e-05,0.000155764,0.000337185,0.000289677,0.000149971,0.000163009,0.000213826,0.000244597,8.25971e-05,5.84237e-05,0.00018397,7.29821e-05,4.74076e-05,0.000171557,0.000118977,0.000101262,0.000196541,0.000121493,0.000258961,0,0,0,0.000136982,0,4.43818e-05,0.000177631,0,0.000246709,7.39785e-05,0.00016542,0.00034433,0.00023164,0.000138624,3.29765e-05,0.000136677,6.96093e-05,0,9.68906e-05,0.00023174,0.000278247,0.000230862,0.000109873,0.000219486,5.73475e-05,0.000340178,0,0.000158249,6.64401e-05,0.000136341,0.000101997,0.000192598,0.000128908,0.00027285,5.04573e-05,7.4538e-05,0.000132674,0.000140786,0.000103424,0.000307115,7.15769e-05,0.000128282,0.000194891,6.34056e-05,6.67661e-05,0.000148122,0.000102717,0.000227431,0.000105352,0.000198331,0.000232649,7.00707e-05,0,0.00018643,8.54462e-05,0.000118463,0.000222015,0.000131878,4.15934e-05,0,0.000172687,0.000185673,0,4.13288e-05,0.000277338,4.05704e-05,0,0.000137145,0.000208747,9.91785e-05,0.000210678,0,0,7.67671e-05,0.000298006,0,0,0.000240567,0.000204478,0,0.000403343,0.000207422,0.000421448,0,8.27685e-05,0.000102248,0.000102825,0.000163966,0.000381961,7.03469e-05,4.79583e-05,6.55986e-05,3.98567e-05,0,9.94643e-05,0.000114399,0.000120303,0.000193553,7.61744e-05,0,0.000126265,0,0,0.000248557,9.31664e-05,7.11413e-05,4.94882e-05,8.71551e-05,0,4.51083e-05,3.04687e-05,4.20575e-05,4.2511e-05,3.27149e-05,0.000109818,0.000126767,5.5701e-05,3.77494e-05,7.70835e-05,6.10295e-05,4.81698e-05,8.12761e-05,0,0,7.31917e-05,4.4356e-05
"PWY-8188: L-alanine degradation VI (reductive Stickland reaction)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-8189: L-alanine degradation V (oxidative Stickland reaction)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)",0,0,0,0,0,0,0,0,0.000126688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54593e-05,0.000106263,0,7.12868e-05,0,0,0,0,0,0,0.000134612,0,0.000138614,0,0,0,0,0.000156001,0,0,0,0,0,0,0,0,0.000173687,0,0,0,0,0.000175983,0,0,0,0,0,0,0,8.97801e-05,0,0,0,0,0,0,0.000117159,0,0,0.000161108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53813e-05,0,0,0,3.88941e-05,0,0,0,0,0.000158418,0,0,0,0,0,0,0,0,0,0.000116802,0,0,0,0,0,0,0,0,0.000177206,0,0,0,0,0,0,0,0,0,0,3.50535e-05,0,0,0,0,0,0,0,0,0
"PWY-822: fructan biosynthesis",5.6129e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30832e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39816e-05,0,2.7556e-05,0,4.37817e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20661e-05,0,0,0,0,0,0,0,0,2.82556e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98924e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I",8.22156e-05,0,0,0,0,0.000191617,0.000113602,0.000103754,0.000302583,0,0,0.000295356,0.000119186,0.000188094,0.000177405,0.000206406,0,0,0.000167191,0,0.000121839,0.000134639,0,0,0,8.89091e-05,0.000177436,9.88955e-05,0.000213191,0.000238106,0.000233825,0,0,0,0,8.78755e-05,0.000253722,0,0.000302732,0,0,0.000154848,7.88277e-05,0.000279184,0.000109306,0,0,0,0.000143398,0.000380947,0.00033504,0.000127294,0.000235608,0.0001713,9.35772e-05,0.000347341,0,0,0,0.000106419,0,0,0.000170487,0,0.000236137,0.000120726,0.000174853,0,0.000168351,0,0.000115533,0,0.000236915,0.00018436,8.76636e-05,0.000240245,0.000307784,0,0.000171876,0,0.000129961,0.000139848,9.07563e-05,0,0.000323161,0.000157995,0,9.68235e-05,0,0,0.000252126,0.000102011,0,0.000153389,0.00023624,0,0,0,0,0.000213575,0.000183893,0,0,9.21833e-05,0.00019373,0.000161613,0.000185474,0.000341005,0.000258287,8.86821e-05,0.000318817,0.000189934,0.00025565,0.000209982,0.00011694,0.000111392,0.000200124,0.000186912,0.000211473,0.000103345,0,0.000132127,0.000141979,0,0.000143718,0.00015565,0.00014572,0.000182558,0.000120698,0.000137752,0.000111454,0,7.95873e-05,0.00023869,0.000260465,0.000149956,0,0.000238705,0.000119113,0.00017444,0.000279005,0,0.000144785,0.000186442,0.000160863,0.000299451,0.00013778,0.000202147,0.00013797,0.000139572,0.000105305,0.000144081,0.000160891,0.000308384,0.000105641,0.000177547
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22564e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)",0.000172032,0.000101785,0.000100147,0,5.60551e-05,0,0.000166459,0.000189484,0.000302217,7.6629e-05,0,0.000136264,0,0.000121967,0.00011415,7.15349e-05,8.46562e-05,0.000241604,0,0,6.63471e-05,5.7168e-05,5.1495e-05,0,0,0,0.000257382,0.000435855,5.43661e-05,0.000263996,0.000259001,8.74792e-05,0.000177519,0,0.000358922,6.68663e-05,0.000144772,0.000222872,0.000132933,0,8.93372e-05,0,0,0.00023673,0.000294191,0.000172741,0,0.000233316,0,0.000224749,0,0.000109584,0.000299672,9.17687e-05,0.000103608,0.000269919,0.000274532,0.00028253,0.000447044,0.000101861,0.000106053,4.35586e-05,4.5021e-05,0,0,0.000118951,0.000136258,0,9.65849e-05,0,0,0,0.00020599,0,0,0.000241832,3.48226e-05,8.21042e-05,0.000142451,5.22936e-05,0,0,0.00019088,0,6.33289e-05,8.64855e-05,0.000142767,0.000266045,0,0.000468124,0.000222497,4.15815e-05,8.88432e-05,6.16927e-05,0.000273133,0.000112595,0,9.57233e-05,0.000139904,0.000187971,0,0.000386325,0,0.000116635,4.85015e-05,0,0.00010051,0.000210784,0.000175231,0,0.000291576,0.000161099,0.000115783,0,0,0.000178061,0.000205055,0,7.78876e-05,9.59854e-05,0.000104551,7.61632e-05,0,6.58243e-05,0,0,0.000194926,0.00019268,0,6.72642e-05,7.8171e-05,0.000131956,0,0.00026313,5.87987e-05,0.000266807,0,0,0,0,0.000177216,0.000126131,0.000108046,0,9.21802e-05,0,3.70623e-05,4.0065e-05,0,0,0,0,4.88759e-05,0.000116725,6.04093e-05,0
"PWY0-1061: superpathway of L-alanine biosynthesis",0,0,5.48796e-05,0,0,0.000191919,0.000134731,0,0.000235594,0,0,0.000140196,0,0.000142976,0,6.47598e-05,7.50482e-05,6.68632e-05,0.000115392,0,0,9.29019e-05,0,3.86389e-05,0,0.000227676,5.58797e-05,0.000367392,8.96243e-05,0.000196691,0.000187726,0,9.1702e-05,0.000200138,0,0,6.16934e-05,0.000107482,8.11831e-05,0,5.26591e-05,0.000121917,0,0.000105771,0,0.000211158,0,0.000106765,0,0.000159184,0.000154457,0,0.000246979,0,0,0.000160741,0,0.000255042,0,4.61375e-05,0,5.44257e-05,0.000197025,0,0,3.65001e-05,0.000113294,0.000128388,0.000103132,0,8.90055e-05,0,8.36501e-05,0,0,0.000244389,0,0,7.68727e-05,0.000237561,0.000291481,0,0,5.3476e-05,4.21219e-05,6.24035e-05,0.000281087,0.000266106,0.000107504,0.000298502,6.36004e-05,0.000248661,0.000187232,0.000145944,5.94054e-05,0,7.28243e-05,7.02982e-05,0,5.21157e-05,0.000241957,0,8.41428e-05,6.48823e-05,0,0,7.11739e-05,0.000133563,0.000209868,0,0.000185197,0.000215563,3.91985e-05,0,0.000118571,0.000164556,0.000130928,0,0,0,0,0,0,6.47501e-05,0,0,0.000137452,0.000146142,0,0,0,0.000118248,0,0.000228269,0,0.000282459,0.000135988,0,0,0,4.62382e-05,0,0.000136322,0,0,0,6.25875e-05,0,0,0,0,6.10235e-05,7.91309e-05,7.63178e-05,0,7.1031e-05
"PWY0-1221: putrescine degradation II",0,0,0,0,0,0,0,0,1.63045e-05,0,0,1.67087e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08224e-05,0,0,0,0,0,0,6.44128e-06,0,0,0,0,0,0,1.08066e-05,0,0,0,0,0,0,0,0,2.75047e-05,0,0,0,0,9.7738e-06,0,0,0,0,0,0,0,5.13995e-06,0,0,0,0,0,0,9.62482e-06,0,0,2.94615e-05,0,0,5.4491e-06,0,0,0,0,0,0,0,0,0,0,0,4.92783e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84083e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78673e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",0,0,4.40819e-05,0.000197282,0,0,0,0,6.17211e-05,0,0,8.52891e-05,4.31e-05,0,0,0,0,0,2.5639e-05,0,0,0,0,7.16141e-05,0,0,0,3.33084e-05,3.47446e-05,0.000135102,0,0,0,0,4.31519e-05,0,4.8094e-05,0,5.65986e-05,0,3.39157e-05,0,0,2.98894e-05,0,0,4.41255e-05,4.40795e-05,0,0,0,0,6.11414e-05,0,0,0.000102768,0,3.87295e-05,0,1.42968e-05,0,0,6.97385e-05,0,0.000148988,4.27302e-05,0,0,2.69887e-05,0.000102173,0,0,6.07725e-05,0,0,3.39944e-05,3.62498e-05,0,3.06511e-05,0,0,0,0,0,0.000131854,0,0,0,0,0,8.41934e-05,0,0,0,0,0,0,0,0,2.56819e-05,0,4.7508e-05,0,0,2.22199e-05,0,0,2.04052e-05,0,0,0,6.56631e-05,3.82948e-05,0,0,0,4.70961e-05,0,0,0,0,0,0,3.3429e-05,0,9.74849e-05,4.93881e-05,0.000114857,0,0,0,0,0,0.000135384,0,7.57075e-05,0.000114973,0,0,0,9.39222e-05,0,0,0,0,0,5.36856e-05,9.2616e-05,0,0,5.26103e-05,7.56803e-05,0,0,0,0
"PWY0-1261: anhydromuropeptides recycling I",0,0,0,0,0,0,0,0,0.000174994,0,0,1.30249e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128693,0.000113517,0.000258876,0,0,0,0,0,0,4.31206e-05,0,6.76272e-05,0,0,0,0,0.000170265,0,0,0,0,0,0,0,0,0.000102295,0,0,0.00027065,0,0.000184107,0,0,0,0,4.53439e-05,0,0,0.000100539,0,0,0,0,7.59472e-05,0,5.51491e-05,0,0,0.000206586,6.78382e-05,0,1.22054e-05,0,0,4.81177e-05,0,0,0,0,0,0,0,0,0.000250129,0,0,0,0,0,0,0,0,0.000106919,0,0,0,0,0,0,0,8.36232e-05,0,0,0,4.74313e-05,0,0,6.2557e-05,0,9.51922e-05,0,0,0,0,0,0,0,5.69253e-05,0,8.49318e-05,0.000244559,0,0,0,0,0,0.000208388,0,0.000202884,0,0,0,6.12455e-05,0,0,0,0,0,7.64126e-05,0,0,5.41762e-05,0,0,0,0,0,0,0
"PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation",0,0,0,0,0,0,0,0,9.2876e-05,0,0,6.97868e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67824e-05,0,0.000187717,0,0,0,0,0,0,8.36094e-05,0,0,0,0,0,0,0.000117388,0,0,0,0,0,0,0,0,0.000146927,0,2.48928e-05,0,0,9.42951e-05,0,0,0,0,0,0,0,6.37427e-05,0,0,0,0,0,0,8.44458e-05,0,0,0.000121414,0,0,7.49511e-05,0,0,0,0,0,0,0,0,0,0,0,0.000187677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09313e-05,0,0,0,0,0,0,0,0,3.24643e-05,0,0,0,0,0,0,0,0,0,5.70338e-05,0.00041097,0,0,0,0,0,0,0,8.33752e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
