"","SRR6915103_500K_merged_Abundance","SRR6915104_500K_merged_Abundance","SRR6915105_500K_merged_Abundance","SRR6915106_500K_merged_Abundance","SRR6915107_500K_merged_Abundance","SRR6915108_500K_merged_Abundance","SRR6915109_500K_merged_Abundance","SRR6915110_500K_merged_Abundance","SRR6915111_500K_merged_Abundance","SRR6915112_500K_merged_Abundance","SRR6915114_500K_merged_Abundance","SRR6915117_500K_merged_Abundance","SRR6915125_500K_merged_Abundance","SRR6915126_500K_merged_Abundance","SRR6915127_500K_merged_Abundance","SRR6915128_500K_merged_Abundance","SRR6915129_500K_merged_Abundance","SRR6915130_500K_merged_Abundance","SRR6915131_500K_merged_Abundance","SRR6915132_500K_merged_Abundance","SRR6915133_500K_merged_Abundance","SRR6915134_500K_merged_Abundance","SRR6915135_500K_merged_Abundance","SRR6915136_500K_merged_Abundance","SRR6915147_500K_merged_Abundance","SRR6915149_500K_merged_Abundance","SRR6915150_500K_merged_Abundance","SRR6915151_500K_merged_Abundance","SRR6915152_500K_merged_Abundance","SRR6915153_500K_merged_Abundance","SRR6915155_500K_merged_Abundance","SRR6915156_500K_merged_Abundance","SRR6915167_500K_merged_Abundance","SRR6915168_500K_merged_Abundance","SRR6915169_500K_merged_Abundance","SRR6915170_500K_merged_Abundance","SRR6915171_500K_merged_Abundance","SRR6915172_500K_merged_Abundance","SRR6915173_500K_merged_Abundance","SRR6915174_500K_merged_Abundance","SRR6915175_500K_merged_Abundance","SRR6915176_500K_merged_Abundance","SRR6915177_500K_merged_Abundance","SRR6915178_500K_merged_Abundance","SRR6915179_500K_merged_Abundance","SRR6915180_500K_merged_Abundance","SRR6915181_500K_merged_Abundance","SRR6915182_500K_merged_Abundance","SRR6915183_500K_merged_Abundance","SRR6915184_500K_merged_Abundance","SRR6915185_500K_merged_Abundance","SRR6915186_500K_merged_Abundance","SRR6915195_500K_merged_Abundance","SRR6915196_500K_merged_Abundance","SRR6915197_500K_merged_Abundance","SRR6915198_500K_merged_Abundance","SRR6915199_500K_merged_Abundance","SRR6915200_500K_merged_Abundance"
"PWY-6748: nitrate reduction VII (denitrification)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6749: CMP-legionaminate biosynthesis I",0,0,0,6.51667e-05,0,0,0,0,0,0,0,0,7.54979e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6763: salicortin biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68607e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6803: phosphatidylcholine acyl editing",0,0,3.83149e-05,0.000137631,0,0,0,0,0,0,0,0,6.60816e-05,4.74204e-05,0,0,0,0,0,3.4067e-05,0,0,0,0,4.15597e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.35349e-05,0,4.55936e-05,0,0,0,0,3.28394e-05,0,0,0,0,0,0,0,0,0,0,3.12364e-05,0,0
"PWY-6807: xyloglucan degradation II (exoglucanase)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18748e-05,0,0,0,0,0,0,5.47552e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6823: molybdopterin biosynthesis",0.00010166,0.000116236,0,8.63163e-05,0.000213151,0.000129318,6.16588e-05,0.000146031,0.000153969,0.000132217,0.000128047,0.000179542,9.72668e-05,3.00977e-05,5.61254e-05,3.35534e-05,0.000126437,2.66692e-05,0.000138943,0.000130317,3.90386e-05,2.3341e-05,0.000152657,0.000116242,0.000132854,2.69316e-05,0.000119564,6.69401e-05,8.65822e-05,6.08496e-05,9.52422e-05,7.44619e-05,0.000137203,2.15213e-05,7.42177e-05,0.000152261,0.000179134,9.3289e-05,0.000181028,5.53034e-05,0.000191386,5.33908e-05,5.05295e-05,7.54316e-05,0.000124329,0.000159034,3.74264e-05,7.34407e-05,0.000165721,4.83894e-05,0.000190466,0.000132686,0.000128491,0.000220425,0.00012489,0.000174699,6.68035e-05,3.61898e-05
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6859: all-trans-farnesol biosynthesis",0,8.42049e-05,0,5.86588e-05,0,2.17712e-05,0,7.52659e-05,0.000118121,0,6.54056e-05,7.11851e-05,7.33012e-06,3.87366e-05,0,0,0,0,2.96347e-05,0,0,1.83527e-05,0,0,0,4.45811e-05,2.89672e-05,0,0,5.03898e-05,3.64412e-05,0,9.31983e-05,2.72812e-05,0,6.81481e-05,6.51158e-05,0,5.64287e-05,3.07509e-05,0,0,3.42578e-05,0,0,5.67822e-05,0,5.46968e-05,0,7.65248e-06,0,0,0,4.09318e-05,0,0,0,0
"PWY-6876: isopropanol biosynthesis (engineered)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II",0,0,0,0.00016872,7.99631e-05,0,0.000104779,0,0,6.05442e-05,0,0,0.000132986,8.98949e-05,0,0.000150792,0,8.32727e-05,0,0,0,0,0,0,9.26778e-05,0,0,0,0,8.41062e-05,6.56579e-05,0,9.63163e-05,0,0,0,0.000117599,0,0,9.83981e-05,0,0,0,0,6.54547e-05,0.000124724,0,0.000103789,0,0,7.43666e-05,0,0,0,0,4.64351e-05,0,0
"PWY-6897: thiamine diphosphate salvage II",0.00019098,0.000146178,7.34655e-05,0.00015742,0.000131342,0.000165862,0.000165516,0.000204084,0.000214962,0.000224964,0.000154854,0.000177791,0.000129795,0.000169762,0.00013432,0.00022611,0.000174212,0.000147241,0.000145322,0.000114531,8.40503e-05,0.000201282,0.000178028,0.00024721,0.000193002,7.33706e-05,0.000155859,0.000109029,7.2679e-05,0.000160486,0.000120109,4.92541e-05,0.000190347,4.74794e-05,0.000158712,0.000209202,0.000226429,0.000208285,0.00021354,0.000150099,0.000142984,0.000289835,6.24934e-05,0.000151802,0.000162677,0.000154382,0.000131062,0.000186779,0.000207418,0.000119485,0.000139174,0.000223285,0.000151515,0.000198383,0.000202153,8.50471e-05,0.000117923,0.000245776
"PWY-6901: superpathway of glucose and xylose degradation",0.000124228,0.000142176,0,0.000224291,0,0,0.000181459,0.000178268,0.000245918,0.000124438,0.000164616,0,0.000183391,0.000121489,9.14887e-05,0,6.95919e-05,6.36188e-05,0.000173534,0.000101322,0.000149994,4.87804e-05,6.31991e-05,6.18951e-05,6.00239e-05,8.24354e-05,0.000136562,0,0,8.01864e-05,0.000156629,0,0.000174252,0.000101851,0.00017894,0.000109484,0.000195078,0.00018906,0.000152256,9.48427e-05,7.13248e-05,0,0,0.000139794,0.000147702,0.000179337,0,0.000102304,0,0.000104521,0,8.7485e-05,0,0.000139116,5.53719e-05,8.90799e-05,0,0
"PWY-6902: chitin degradation II (Vibrio)",0,0.000105844,0,2.67329e-05,3.4204e-05,2.94579e-05,6.86545e-05,4.032e-05,3.57242e-05,2.5031e-05,9.53479e-05,0,5.40119e-05,1.97258e-05,0,0,4.79342e-05,0,7.19715e-05,2.77955e-05,0,0,0,2.63163e-05,0,2.64151e-05,3.86831e-05,3.88794e-05,0,0,8.73456e-05,0,6.663e-05,0,0,0,7.34584e-05,9.75193e-05,7.33826e-05,4.50689e-05,5.24535e-05,0,0,0,3.4719e-05,8.13617e-05,0,4.23098e-05,0,0,4.7087e-05,0,2.4677e-05,9.11692e-05,2.57045e-05,4.62554e-05,2.60603e-05,0
"PWY-6906: chitin derivatives degradation",0,0,0,0,0,8.95662e-05,0,0,0,0,0,0,0,0.000164087,0,0,0,3.50491e-05,5.77087e-05,0,0,0,0,0,0,0,0,0,0,0,0.000106083,0,6.5213e-05,0,0,0,0,0,0,0,0,0,0,7.44188e-05,0,0.000112201,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6920: 6-gingerol analog biosynthesis (engineered)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,3.28901e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6936: seleno-amino acid biosynthesis (plants)",0.000211761,0.000142251,5.42823e-05,0.000265782,0,0.000210965,0.000176078,0,0.000186939,0.000156131,8.44831e-05,0.000246434,0.000166626,9.08958e-05,6.14902e-05,0.000124363,9.56786e-05,0,0.000194336,5.67043e-05,0.000139618,0.000174609,3.16706e-05,0.000240897,8.92448e-05,8.90169e-05,0.000199539,6.37354e-05,0.000347292,0.00012967,0.00020836,0.000231556,0.000256056,0.000161215,0.000178677,0.000146745,0.000208725,0.000147608,6.53495e-05,0.000133922,0.000142522,6.51795e-05,0.00030291,0.000250251,0.000196551,0.000109044,0,0.000145644,0.000116449,3.18705e-05,9.59435e-05,8.16509e-05,5.78276e-05,0.000150527,3.10016e-05,0.00028318,0.000146504,0.000147608
"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis",0,0,0,0,0,0,3.08733e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)",0,0,0,0.000159167,0,0,0,0,0,0,0,0,5.91184e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34936e-05,0,0,0,0,0,0,0,0
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)",3.32575e-05,4.40327e-05,0,0.000165313,0,0,2.84621e-05,0,0,1.9403e-05,0,3.82706e-05,0.000108786,2.70579e-05,0,0,0,6.05006e-05,4.86648e-05,4.20851e-05,0,0,6.52433e-05,0,0,3.64801e-05,3.84872e-05,0,0,0,0,0,0,0,0,0,4.02106e-05,6.66248e-05,3.68659e-05,4.60588e-05,0,0,0,5.18092e-05,6.0195e-05,3.63587e-05,8.14949e-05,5.41212e-05,0,0,0,0,0,0,4.47879e-05,3.5164e-05,6.14676e-05,3.732e-05
"PWY-6981: chitin biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6992: 1,5-anhydrofructose degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94484e-06,0,0,0,0,0,0,0,0
"PWY-7000: kanamycin biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7009: 2,2'-dihydroxybiphenyl degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7013: (S)-propane-1,2-diol degradation",0,0,0,0,3.44593e-05,0,0,0,0,0,0,0,7.61947e-05,2.6686e-05,3.92883e-05,0,2.836e-05,0,0,0,0,0,0,6.26281e-05,0,0,4.17472e-05,4.61423e-05,8.54717e-05,0,3.66145e-05,0,0,0,0,0,0,0,0,4.76825e-05,0,0,0,0,0,0,0,2.67064e-05,0,6.46326e-05,3.47675e-05,0,0,0,0,5.74237e-05,4.05282e-05,0
"PWY-702: L-methionine biosynthesis II",0,6.68813e-05,0,0.000155052,0,0,0.000102963,3.44927e-05,0.000110653,9.86233e-05,2.42951e-05,4.6876e-05,7.90667e-05,6.44452e-05,5.37056e-05,0,5.01853e-05,0,5.17165e-05,0,5.75737e-05,0.000117609,0,5.78535e-05,0,0,0.000102123,0,0,0,8.51787e-05,4.66324e-05,6.73608e-05,0,0,6.212e-05,4.27768e-05,9.45121e-05,0,6.10355e-05,0,0,4.77504e-05,7.07661e-05,6.33928e-05,5.03949e-05,0,4.26232e-05,9.41658e-05,2.24944e-05,6.13445e-05,0,4.12125e-05,5.31524e-05,0,0.000129256,3.71595e-05,0
"PWY-7031: protein N-glycosylation (bacterial)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7039: phosphatidate metabolism, as a signaling molecule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7094: fatty acid salvage",0,0,0,6.91395e-05,0,0,0,0,0,0,0,0,3.37994e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7111: pyruvate fermentation to isobutanol (engineered)",0.000291664,0.000319333,0.000267246,0.00048404,0.0003352,0.000252737,0.000264563,0.000265528,0.000272083,0.000248574,0.000151337,0.000337866,0.000367534,0.000242206,0.000246693,5.03325e-05,0.000305837,0.000209256,0.000318982,0.000266732,0.000246058,0.000366488,0.000329261,0.000341976,0.00018929,0.000223611,0.000312969,0.0001958,0.000368034,0.000230078,0.000107741,0.000448496,0.000393186,4.34362e-05,0.000351472,0.000326441,0.000355473,0.000352078,0.000313071,0.000378239,0.000284624,0.000214115,0.00028988,0.000226503,0.000324748,0.00028111,0.000256367,0.000166128,0.000327675,0.000159494,0.000323959,0.0003102,0.000142417,0.000472154,0.000277479,0.000345696,0.000203754,0.000159931
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",9.77271e-05,0,0,0.000164148,0,0,7.92906e-05,5.55708e-05,0.000111177,4.8251e-05,0,7.23115e-05,6.88042e-05,0.000102908,7.00318e-05,0,0,0,5.552e-05,5.56717e-05,6.5213e-05,0,0,0,6.20396e-05,0,0.000155266,0,3.30644e-05,0,4.35658e-05,0,0,0,8.38151e-05,0,0,0.000138151,6.22358e-05,6.93087e-05,0,0,0,5.58792e-05,8.68643e-05,0,5.44193e-05,0,0.000100541,3.40195e-05,3.51678e-05,3.58966e-05,0,5.55764e-05,4.84873e-05,4.49385e-05,6.58719e-05,0
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.000115593,0,0,0.000274949,0,0,0.000108792,5.04064e-05,0.000126058,0.000109329,0,0,0.000142983,0.00013444,9.55788e-05,0,0,0,5.53972e-05,4.44431e-05,9.00492e-05,9.02081e-05,0,5.34085e-05,0,0,0.000164737,0,0,0,4.72324e-05,0,0.000130639,0,0.000130089,0,0,0.000221814,4.71271e-05,8.21341e-05,0,0,0,0.000105418,0.000108023,7.62706e-05,0,0,0.000147796,0,0,6.67393e-05,0,9.65195e-05,0,0.000220543,7.59763e-05,0
"PWY-7118: chitin deacetylation",0,0,0,0.00010743,0,0,0,0,0,0,0,0,8.74171e-05,0,0,0,0,0,1.99075e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48073e-05,0,0,0,0,2.37503e-05,0,0,0,0,0,0,0,0
"PWY-7124: ethene biosynthesis V (engineered)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I",0,0,0,3.35778e-05,0,0,0,0,0,0,5.91586e-05,0,5.72899e-05,4.63386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II",0,0,0,5.73431e-05,0,0,0,0,0,0,0,0,3.68151e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7196: superpathway of pyrimidine ribonucleosides salvage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64121e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7197: pyrimidine deoxyribonucleotide phosphorylation",3.92389e-05,6.69834e-05,8.11981e-05,2.1252e-05,7.25855e-05,2.47593e-05,0.000112252,6.47262e-05,6.34342e-05,5.73569e-05,6.28041e-05,1.96154e-05,8.38256e-05,8.21539e-05,9.78207e-05,9.15032e-05,0.000106247,0,4.84568e-05,2.86981e-05,0,3.46207e-05,2.72427e-05,3.94963e-05,0,5.74264e-05,0,7.00371e-05,0,7.76626e-05,5.90756e-05,6.07477e-05,0.000115786,4.36287e-05,3.64775e-05,9.01929e-05,8.67988e-05,6.48796e-05,4.79914e-05,2.51667e-05,0,3.32725e-05,0,2.81216e-05,0,7.19304e-05,5.09912e-05,0.000159646,8.37693e-05,7.36662e-05,0,9.43722e-05,8.91081e-05,0,0,5.06035e-05,0,2.1189e-05
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV",5.63609e-05,0,0,2.84304e-05,0,0,0.000118742,0,8.45509e-05,7.42957e-05,5.17961e-05,0,2.99781e-05,6.6658e-05,9.46386e-05,7.37986e-05,7.95721e-05,0,5.02005e-05,0,0,0,3.64668e-05,0,0,0,0,0,0,0,0,4.59821e-05,0,0,5.33235e-05,8.42887e-05,4.45711e-05,9.57347e-05,4.48734e-05,3.7883e-05,0,0,0,0,0,0,6.29435e-05,0.000157752,6.17626e-05,0,0,7.16434e-05,0,0,0,5.42227e-05,0,0
"PWY-7199: pyrimidine deoxyribonucleosides salvage",0.000179387,0.000240788,0.000151268,0.000194988,0.000191455,0.000221109,4.21614e-05,0.000281893,0.000235109,0.00017593,0.000246936,0.000199089,0.000156148,0.000215629,7.86028e-05,0.000113237,0.000134168,0.000137836,0.000192466,0.000325855,0.000200734,0.000169784,0.000136423,0.000118462,0.000220111,5.46342e-05,0.000188978,0.000162951,0.00012776,0.000210038,0.000216165,0.000172778,0.000222525,8.81537e-05,0.000207774,0.00026337,0.000208608,0.000182819,0.000192382,0.000199834,0.000155593,0.000203025,0.000119774,0.000276745,0.000106691,0.00018781,0.000199513,0.000175112,0.000174279,0.00021734,5.04855e-05,0.000228654,0.0002263,0.000293619,0.000241479,0.000275146,0.000176217,0.000208978
"PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7204: pyridoxal 5'-phosphate salvage II (plants)",0,0,0,7.88433e-05,0,0,0,0,0,0,0,0,5.25982e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7208: superpathway of pyrimidine nucleobases salvage",5.69388e-05,0.000128973,0.000119326,3.16076e-05,0.000167518,3.84049e-05,0.000149137,0.000161801,0.000222093,0.000121019,0.000112748,7.92529e-05,0.000130374,0.000110659,0.000126981,0.000128803,0.000173529,0.000103599,0.00013199,4.26962e-05,0,5.61242e-05,4.04509e-05,5.83634e-05,4.4664e-05,0.000109289,6.65257e-05,0.000111705,0,0.000136257,8.78851e-05,8.84639e-05,0.000193338,9.19629e-05,5.30091e-05,0.000163595,0.000176225,9.16844e-05,7.88026e-05,6.23754e-05,3.65533e-05,5.85987e-05,4.91143e-05,4.19545e-05,0,0.000111212,8.82848e-05,0.000226377,0.000125702,0.000107854,0.000188915,0.000132171,0.000290086,4.84923e-05,6.45221e-05,7.81358e-05,0,3.81959e-05
"PWY-7209: superpathway of pyrimidine ribonucleosides degradation",3.99218e-05,0,0,4.39366e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15222e-05,0,2.6608e-05,0,0,0,0,0,7.41493e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.15872e-05,0,0,0,0,3.25331e-05,0,3.66642e-05,0,0,0,0,0,0,0,0,5.09206e-05,0,0
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP",0,0,0,1.6162e-05,0,0,0,0,0,0,5.55528e-05,0,3.77539e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis",0,0,0,2.72422e-05,0,0,0,0,0,0,0,0,5.82235e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II",3.96358e-05,0.000104636,9.08837e-05,3.94689e-05,8.39294e-05,2.82823e-05,0.00012155,0.000122764,0.000236151,9.79343e-05,9.76931e-05,2.51502e-05,0.000119846,9.30675e-05,0.000105318,8.57116e-05,0.000129408,0,5.17453e-05,3.25882e-05,0,4.35776e-05,2.86194e-05,4.21619e-05,0,6.72603e-05,0,8.70345e-05,0,0.000109009,6.63558e-05,6.34374e-05,0.000184649,8.15999e-05,3.88696e-05,0.000120282,0.000149733,7.32516e-05,5.6564e-05,2.88686e-05,0,4.04099e-05,0,3.20639e-05,0,9.25883e-05,7.07183e-05,0.000218336,9.60247e-05,8.37846e-05,0,0.000101637,0.000227863,0,0,5.4767e-05,0,2.39154e-05
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000536336,0.000360091,0.000517859,0.000250582,0.000376267,0.000464209,0.000327958,0.000220196,0.000529619,0.000370503,0.000276678,0.000417921,0.000238343,0.000264754,0.000448431,0.000494722,0.00034013,0.000300146,0.000341719,0.000345251,0.000313902,0.000520737,0.000316396,0.000401124,0.000359136,0.000261996,0.000404936,0.000333729,0.000390863,0.000395802,0.000413227,0.000342548,0.000311416,0.000215186,0.000399738,0.000456705,0.000410276,0.000440617,0.000430968,0.000386773,0.000458554,0.000420113,0.000409866,0.000381126,0.000301612,0.000378992,0.000334361,0.00043097,0.000386248,0.000337036,0.000385377,0.000462837,0.000323436,0.000486405,0.000353336,0.000383108,0.000375211,0.000528009
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II",3.96358e-05,0.000104636,9.08837e-05,3.94689e-05,8.39294e-05,2.82823e-05,0.00012155,0.000122764,0.000236151,9.79343e-05,9.76931e-05,2.51502e-05,0.000119846,9.30675e-05,0.000105318,8.57116e-05,0.000129408,0,5.17453e-05,3.25882e-05,0,4.35776e-05,2.86194e-05,4.21619e-05,0,6.72603e-05,0,8.70345e-05,0,0.000109009,6.63558e-05,6.34374e-05,0.000184649,8.15999e-05,3.88696e-05,0.000120282,0.000149733,7.32516e-05,5.6564e-05,2.88686e-05,0,4.04099e-05,0,3.20639e-05,0,9.25883e-05,7.07183e-05,0.000218336,9.60247e-05,8.37846e-05,0,0.000101637,0.000227863,0,0,5.4767e-05,0,2.39154e-05
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I",7.38571e-05,0.000163578,0.000154805,4.50036e-05,0.000161842,5.34129e-05,0.00018263,0.000165632,0.000330099,0.000156955,0.00014833,4.7515e-05,0.000163037,0.000142338,0.000172675,0.000147182,0.000191584,0,9.08156e-05,5.98441e-05,0,8.0799e-05,5.28823e-05,7.6502e-05,0,0.000109025,0,0.000138323,0,0.000173699,0.00011457,0.000108378,0.000242898,0.000121369,7.12572e-05,0.000191835,0.000222023,0.000126373,0.000100495,5.39587e-05,0,7.44084e-05,0,5.96274e-05,0,0.000150273,0.000119017,0.000290416,0.000154845,0.000135768,0,0.000168982,0.000277556,0,0,9.60929e-05,0,4.58528e-05
