"","SRR6915091_500K_merged_Abundance","SRR6915092_500K_merged_Abundance","SRR6915093_500K_merged_Abundance","SRR6915094_500K_merged_Abundance","SRR6915095_500K_merged_Abundance","SRR6915096_500K_merged_Abundance","SRR6915097_500K_merged_Abundance","SRR6915098_500K_merged_Abundance","SRR6915099_500K_merged_Abundance","SRR6915100_500K_merged_Abundance","SRR6915101_500K_merged_Abundance","SRR6915102_500K_merged_Abundance","SRR6915113_500K_merged_Abundance","SRR6915115_500K_merged_Abundance","SRR6915116_500K_merged_Abundance","SRR6915118_500K_merged_Abundance","SRR6915119_500K_merged_Abundance","SRR6915120_500K_merged_Abundance","SRR6915121_500K_merged_Abundance","SRR6915122_500K_merged_Abundance","SRR6915123_500K_merged_Abundance","SRR6915124_500K_merged_Abundance","SRR6915137_500K_merged_Abundance","SRR6915138_500K_merged_Abundance","SRR6915139_500K_merged_Abundance","SRR6915140_500K_merged_Abundance","SRR6915141_500K_merged_Abundance","SRR6915142_500K_merged_Abundance","SRR6915143_500K_merged_Abundance","SRR6915144_500K_merged_Abundance","SRR6915145_500K_merged_Abundance","SRR6915146_500K_merged_Abundance","SRR6915157_500K_merged_Abundance","SRR6915158_500K_merged_Abundance","SRR6915159_500K_merged_Abundance","SRR6915160_500K_merged_Abundance","SRR6915161_500K_merged_Abundance","SRR6915162_500K_merged_Abundance","SRR6915163_500K_merged_Abundance","SRR6915164_500K_merged_Abundance","SRR6915165_500K_merged_Abundance","SRR6915166_500K_merged_Abundance","SRR6915188_500K_merged_Abundance","SRR6915189_500K_merged_Abundance","SRR6915190_500K_merged_Abundance","SRR6915191_500K_merged_Abundance","SRR6915192_500K_merged_Abundance","SRR6915193_500K_merged_Abundance","SRR6915194_500K_merged_Abundance","SRR6915201_500K_merged_Abundance","SRR6915202_500K_merged_Abundance","SRR6915203_500K_merged_Abundance","SRR6915204_500K_merged_Abundance","SRR6915205_500K_merged_Abundance","SRR6915206_500K_merged_Abundance","SRR6915207_500K_merged_Abundance","SRR6915208_500K_merged_Abundance","SRR6915209_500K_merged_Abundance","SRR6915210_500K_merged_Abundance","SRR6915211_500K_merged_Abundance","SRR6915212_500K_merged_Abundance","SRR6915213_500K_merged_Abundance","SRR6915214_500K_merged_Abundance","SRR6915215_500K_merged_Abundance","SRR6915216_500K_merged_Abundance","SRR6915217_500K_merged_Abundance","SRR6915218_500K_merged_Abundance","SRR6915219_500K_merged_Abundance","SRR6915220_500K_merged_Abundance","SRR6915221_500K_merged_Abundance","SRR6915222_500K_merged_Abundance","SRR6915223_500K_merged_Abundance","SRR6915224_500K_merged_Abundance","SRR6915225_500K_merged_Abundance","SRR6915226_500K_merged_Abundance","SRR6915227_500K_merged_Abundance","SRR6915228_500K_merged_Abundance","SRR6915229_500K_merged_Abundance","SRR6915230_500K_merged_Abundance"
"PWY-6349: CDP-archaeol biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6350: archaetidylinositol biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6353: purine nucleotides degradation II (aerobic)",0.000102512,0,0,0.000159267,0.000429379,0.000232384,0,0,7.06262e-05,0,0,5.88032e-05,0,0,0,0,0,0,0,0,0,0,6.57567e-05,0,0,0,0.000178894,0,0,0,0,0.000120084,0.000187729,4.24708e-05,2.80561e-05,0.00027571,0,0,0,0,0,0,6.08209e-05,0,0,0,0,0,3.84737e-05,0.000209977,0,0,3.75061e-05,0,0,0,4.38417e-05,0,0,0,0,0.000193389,0,8.44896e-05,0,0,3.49663e-05,0.00040902,0,0.000110811,7.58524e-05,0,5.42406e-05,0.000174911,0,0,0,6.69316e-05,0
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000329443,0.00022666,0.000434812,0.00041306,0.000363217,0.000354278,0.000366683,0.000401979,0.000311106,0.000331014,0.00041379,0.000344366,0.000298826,0.000323318,0.000251379,0.000439604,0.000518516,0.000311621,0.000355365,0.000479943,0.000310166,0.000268788,0.000318018,0.000606953,0.000400682,0.000469772,0.000397087,0.000330362,0.000304688,0.000310585,0.000508926,0.000356757,0.000296787,0.00025801,0.000267433,0.000236289,0.000707736,0.000530322,0.000486476,0.000323334,0.000707025,0.000355872,0.000363026,0.000383392,0.000343464,0.000456695,0.000340759,0.000367378,0.000407375,0.000489715,0.000379414,0.000199675,0.000273193,0.000366564,0.000313094,0.000428383,0.000605594,0.000181845,0.00035142,0.000181832,0.000412198,0.000312565,0.000370119,0.000504427,0.00033696,0.000669907,0.000240073,0.000358575,0.000357627,0.000369331,0.000348959,0.000282174,0.000373488,0.000325822,0.000458549,0.000319319,0.000423084,0.000320783,0.00061037
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000307661,0.000229234,0.000431454,0.000295461,0.000269053,0.000320843,0.000369593,0.000362667,0.000306097,0.000316502,0.000404448,0.000347151,0.000313185,0.000353462,0.00026495,0.000455568,0.000511894,0.000298848,0.000360671,0.000471952,0.000308729,0.00016783,0.000300321,0.000593985,0.000417905,0.000465604,0.00032203,0.000310039,0.000298849,0.000294434,0.000461824,0.00034719,0.000236698,0.00024135,0.000255415,0.000212726,0.000642123,0.000535802,0.000438687,0.000323657,0.00067807,0.000356522,0.000355159,0.000397662,0.000320764,0.00045377,0.000391255,0.000389023,0.000364577,0.00045971,0.000358207,0.000229426,0.00026763,0.000374615,0.000309865,0.000417648,0.000538156,0.000185017,0.000324839,0.000176549,0.000418919,0.000331481,0.000344384,0.000504012,0.000295041,0.000674616,0.000232412,0.000346817,0.000358112,0.000344619,0.000330246,0.000273519,0.000362981,0.000291006,0.000393092,0.000356746,0.00042287,0.000286512,0.000653071
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.00032745,0.000229479,0.000453748,0.000396051,0.000334408,0.000348694,0.000380136,0.000399373,0.000301444,0.000346539,0.000419688,0.000365093,0.000309287,0.000350713,0.000272872,0.000458507,0.000545781,0.000328484,0.000390154,0.00049046,0.000342141,0.000274378,0.000333533,0.000621744,0.000417992,0.000474792,0.000376831,0.000358923,0.000326044,0.000321358,0.000520173,0.000368636,0.000284057,0.000270338,0.000303518,0.000233956,0.000819986,0.000560732,0.000488133,0.000358427,0.000772791,0.000367192,0.000375238,0.000427135,0.000331557,0.000474285,0.000380761,0.000382905,0.000414112,0.000469038,0.000370351,0.00022163,0.000281563,0.000406821,0.000345409,0.000451121,0.000593941,0.000189321,0.000380603,0.000189818,0.000429672,0.000323077,0.000387784,0.00067661,0.000333778,0.000688941,0.000260594,0.000339745,0.000368415,0.000350359,0.000352993,0.000298261,0.000394467,0.000316165,0.00044662,0.000350572,0.000465194,0.000332297,0.000629047
"PWY-6396: superpathway of 2,3-butanediol biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21941e-05,0,0,0,0,0,0,0,0,0
"PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12782e-05,0,7.76033e-05,0.000108138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30322e-05,0,0,0,0,0.00010082,0,0,0,0,0,0,0.000135646,0.000129907,0,0,0,0.000179434,0,0,0,0
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation",0,3.39092e-05,0,0.000112148,0.000149152,8.40181e-06,7.33639e-05,0,7.39147e-05,3.88665e-05,0,0.000115123,3.74293e-05,1.80969e-05,0,3.65382e-05,0,0,3.95152e-05,0,4.55198e-05,3.33043e-05,0,3.69493e-05,6.07455e-05,5.86533e-05,4.87886e-05,2.2494e-05,4.34432e-05,2.68454e-05,4.10056e-05,1.52944e-05,8.76042e-05,0,8.43494e-05,9.4595e-05,0,0.000143649,3.24477e-05,0.00010044,0,2.49045e-05,3.1937e-05,0,6.67358e-05,4.75827e-05,5.15745e-05,8.12826e-05,6.62268e-05,1.99606e-05,0,5.98098e-05,9.33207e-05,4.30403e-05,5.70128e-05,2.75401e-05,7.44083e-05,7.51566e-05,0,6.56847e-05,7.78117e-05,3.32617e-05,0,1.31196e-05,0,0,2.51733e-05,0.000224538,6.13624e-05,8.54998e-05,3.05121e-05,2.93071e-05,0,0.000103973,3.99435e-05,0.000103081,0,8.5953e-05,0
"PWY-6518: bile acids epimerization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",0.000224394,0,6.08144e-05,0.000190614,0.000299036,0.000340674,0,0.000374862,8.46458e-05,0.000113304,0.000132937,0.000179287,0.000105283,0.000112508,4.2147e-05,0,0.000114499,0.000113579,8.2629e-05,0.000101459,7.43112e-05,4.68154e-05,0,0.000100832,0.000130534,0.000210486,0.000245478,0.000116148,6.41386e-05,0,0,0.00026683,0.000216874,0.000101068,0,0.000195364,0,0,0.00013664,0.000133026,0,0,4.44975e-05,3.68894e-05,7.20025e-05,5.34535e-05,0,4.34687e-05,0.000113623,0.000195196,0.000147609,0.000118396,0.000120435,0.000112675,5.19948e-05,0,0.000167908,8.4591e-05,0,5.00478e-05,0,0.000113291,0,8.11814e-05,0,0,4.54419e-05,0.000375622,0,0.000132635,8.80386e-05,0,7.12138e-05,0.000275642,0,7.25399e-05,0,0.00010538,0
"PWY-6527: stachyose degradation",5.03965e-05,0.000286613,0,0.000163959,0.000242995,0.000295607,0,0.000279281,0.00012511,5.21408e-05,0,3.68485e-05,2.89801e-05,0,0.00013975,6.3777e-05,0,5.60676e-05,0,0,0.00013415,0,0,0,9.39507e-05,0,0.000173635,9.20206e-05,6.78167e-05,4.93423e-05,0,0.000130631,0.000102524,0,0,0.000146478,0,8.77581e-05,7.19893e-05,6.65452e-05,4.47889e-05,5.0894e-05,6.01061e-05,0.000140183,3.3537e-05,0.0001724,9.81789e-05,0.000186272,0,3.55852e-05,0,7.90764e-05,5.63722e-05,0,0.00011348,8.28359e-05,0,8.63775e-05,4.89384e-05,0,0.000127555,0.000121888,0,5.64129e-05,0,0.000103478,5.50989e-05,0.000165792,5.28387e-05,6.98553e-05,3.6277e-05,0,6.80553e-05,0.000207552,3.55444e-05,0,9.9874e-05,0,0
"PWY-6531: mannitol cycle",5.48099e-05,0,0,8.16195e-05,0.000415238,5.31467e-05,0,0,0,0,0,5.51208e-05,0,0,0,0,4.73092e-05,0,0,0,0,0,0,0,0,0,0.000115299,0,0,0,0,0.000103876,5.85581e-05,2.50254e-05,0,9.24894e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95613e-05,0,0,0,0,0,0,0,0,0,0,0,4.86539e-05,0,0,0,0,0,0.000198592,0,6.74451e-05,0,0,0,6.52194e-05,0,0,0,0,0
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III",0,0,3.79821e-05,0,0.00016969,6.18691e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133438,0,0,0,0,9.89419e-05,8.43343e-05,0,0,6.36349e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.23575e-05,0,0,6.38314e-05,0,0,0,0,0,5.50558e-05,0,0,3.94617e-05,5.25278e-05,0,0,0,0,3.16148e-05,0.000197589,0,6.91123e-05,0,0,0,4.08341e-05,0,0,0,0,4.54292e-05
"PWY-6549: L-glutamine biosynthesis III",0,0,0,0,0,0,0,0,0,0,0,0,5.39484e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33488e-05,0,4.09618e-05,0,5.52147e-05,5.56367e-05,4.82883e-05,0,5.60377e-05,6.25827e-05,0,7.31535e-05,5.09088e-05,0,0,0,0,0,0,4.277e-05,0,4.5147e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115051,0,0,0,0,7.17684e-05,0,0,7.16996e-05,0,0,0,0.000114526,0,0,7.10909e-05,0,0.000124085
"PWY-6562: norspermidine biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6565: superpathway of polyamine biosynthesis III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6572: chondroitin sulfate degradation I (bacterial)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3844e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05399e-05,0,2.46053e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6588: pyruvate fermentation to acetone",0,0,0,1.21131e-05,0.000119136,0,0,0,0,0,0,2.68517e-05,5.56047e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71588e-05,0,0,0,0,0,4.2084e-05,0,0,3.67611e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.6065e-05,0.000126443,0,0,0,0,0,0,0,0,0,0,0,9.80401e-06,0,0,0,0,0,7.51516e-05,0,1.83621e-05,2.19931e-05,5.07789e-05,0,0.000184433,8.84313e-05,0,0,4.30607e-05,0
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation",0,0,0,0,0,0,0,0,0.000103283,0,0,0,0.000106009,0,0,4.76913e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85355e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.43329e-05,0,4.63069e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69417e-05,2.97065e-05,4.50928e-05,0,0.000113782,0.000124668,4.31497e-05,0,5.53217e-05,0
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)",1.37072e-05,0,0,1.29159e-05,4.54533e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99416e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82691e-05,0.000175714,0,3.90722e-05,4.30301e-05,0,0,0,0,0,0,0,0
"PWY-6606: guanosine nucleotides degradation II",6.08572e-05,0,0,7.65229e-05,0.000320394,0,0,0,3.42214e-05,0,0,2.76001e-05,0,0,0,0,0,0,0,0,0,2.81297e-05,3.18519e-05,0,0,2.61077e-05,8.5449e-05,0,0,3.4454e-05,0,5.24435e-05,0.00010165,2.13167e-05,1.4621e-05,0.000191706,0,0,0,0,0,0,2.72933e-05,0,0,0,0,0,1.93507e-05,0.000111892,0,0,2.45449e-05,0,0,0,2.26044e-05,0,0,0,0,8.18047e-05,0,3.91702e-05,0,0,2.09585e-05,0.000326753,0,5.17972e-05,6.1967e-05,1.96656e-05,2.93741e-05,9.60525e-05,0,0,0,3.11458e-05,0
"PWY-6607: guanosine nucleotides degradation I",1.3541e-05,0,0,1.35584e-05,4.55815e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4454e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03253e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92463e-05,0.000184376,0,4.78824e-05,4.00198e-05,1.96656e-05,0,0,0,0,0,0,0
"PWY-6608: guanosine nucleotides degradation III",0.000176123,0,3.92217e-05,0.000388975,0.00061471,0.000181931,3.43165e-05,0,0.000100287,0,0,6.88456e-05,2.51301e-05,0,0,0,4.49156e-05,0,3.42376e-05,0,3.84769e-05,3.56924e-05,7.06727e-05,0,0,2.97997e-05,0.000377528,0,0,4.63132e-05,3.7218e-05,0.000199704,0.000347254,3.65247e-05,2.8277e-05,0.000300628,0,6.09068e-05,0.000110951,9.77475e-05,0,9.14868e-05,0.000117492,4.87867e-05,0,0,4.44743e-05,7.61725e-05,2.96586e-05,0.000279157,3.5759e-05,4.11739e-05,3.43965e-05,0,0,0,3.76122e-05,8.22989e-05,0,0,0,0.000163834,0,7.68155e-05,0,0,2.871e-05,0.000483242,0,0.000195948,0.000107773,2.77073e-05,5.38992e-05,0.000244085,8.85151e-05,0.000102877,0,8.43686e-05,0
"PWY-6609: adenine and adenosine salvage III",0.000322674,0.000377863,0.000549233,0.000345851,0.000303052,0.000340352,0.000546577,0.000438039,0.000345242,0.000372562,0.000392776,0.000317147,0.000399425,0.000394705,0.000290758,0.000367681,0.00054662,0.000301612,0.000438676,0.000404317,0.000386161,0.000300312,0.000374072,0.000449382,0.00047544,0.000401238,0.000246327,0.000273484,0.000453864,0.000557873,0.000359746,0.000343497,0.000289421,0.000242692,0.000412413,0.000280261,0.000638415,0.000576661,0.000669435,0.000459282,0.000479089,0.000276045,0.00026673,0.000306574,0.000402474,0.000392406,0.000408786,0.000428144,0.000428785,0.000524963,0.000342604,0.000213582,0.000396467,0.000367104,0.000299998,0.000360724,0.000472716,0.000187031,0.000411045,0.000277343,0.000572978,0.000425914,0.000472629,0.000309093,0.000326252,0.000712327,0.00029516,0.000361795,0.000427599,0.000415942,0.000387066,0.00024777,0.000357859,0.000257895,0.000353569,0.000377649,0.000486937,0.000387613,0.000421916
"PWY-6612: superpathway of tetrahydrofolate biosynthesis",2.17135e-05,0,0,5.03635e-05,0.000188801,0,0,0,0,0,0,5.08565e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76402e-05,0,0,0,0,5.06409e-05,1.19038e-05,0,0,7.6952e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104241,0,0,0,0,0,4.1707e-05,0,0,0,0,0
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000138051,0,0,0.000166108,0.000196347,0.000359282,8.35147e-05,0.000360703,6.70824e-05,0,0,0.000111627,0.000118831,0,0,0,0,7.13663e-05,6.67945e-05,0,0,7.08321e-05,0.00011535,0.000189545,0,0.000203524,0.000193022,9.40023e-05,0.000185341,9.63703e-05,0,8.88174e-05,0.000132995,3.86994e-05,0.000113156,0.000117524,0,0.000103086,0,0.000100527,0,0,0,0.000135479,7.04612e-05,7.02738e-05,4.67119e-05,9.84799e-05,0.000126377,0.000141627,6.66748e-05,0,0.000134802,8.99736e-05,0.000116659,0,0,5.29141e-05,0,6.94839e-05,6.0216e-05,8.67702e-05,0.000179258,0,0,0,0.000145544,0.000251534,0,0.000261154,0.00018349,0,0,0.000169635,6.0852e-05,0.000113794,0,0.000121553,5.2292e-05
"PWY-6630: superpathway of L-tyrosine biosynthesis",3.69971e-05,0,0,0.000134552,0.000147372,0.000356293,6.9727e-05,0.000343872,6.48103e-05,0,0,5.88629e-05,0,0,0.000163092,0,0,0,7.41666e-05,0,0,6.21852e-05,0,0.000217085,0.00012567,0.000173626,5.80075e-05,7.97463e-05,8.50692e-05,0.000133504,2.41198e-05,4.8473e-05,1.78514e-05,0,0,4.92857e-05,0,0,0,0.00015404,0,0,0,6.94103e-05,0,6.73457e-05,0,6.58837e-05,0,0,6.00564e-05,0,9.15801e-05,8.47498e-05,0.000117344,0,0,0,0,5.8173e-05,0,1.96336e-05,0.000118,0,0,7.34962e-05,6.41882e-05,0.000222018,0,0.000133052,0.000161668,0,0,0.000154141,0,0.000125205,0,0.000101392,0
"PWY-6641: superpathway of sulfolactate degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6662: superpathway of quinolone and alkylquinolone biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86739e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84344e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate",2.5754e-05,0,0,7.23196e-05,0.000228023,1.51623e-05,0,0,0,0,0,3.12693e-05,0,0,0,0,0,0,0,0,0,0,1.94218e-05,0,0,0,0.000134714,0,0,0,2.55865e-05,0,0,1.72271e-05,0,6.35522e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40383e-05,0,2.04438e-05,0,0,0,0,0,0,0,0,0,2.17285e-05,0,0,0,0,0,7.90664e-05,0,7.55037e-05,0,0,0,9.13944e-05,0,0,0,0,0
"PWY-6700: queuosine biosynthesis I (de novo)",0.000231417,0.000399507,0.000309956,0.000177522,0.000255817,0.00033254,0.000356881,0.00036236,0.000290467,0.000322299,0.000400551,0.000198415,0.0002153,0.000382534,0.000297325,0.000710873,0.000204827,0.00040332,0.000365317,0.000506594,0.000324137,0.000252356,0.000206969,0.000380091,0.000312926,0.000383724,0.000307246,0.000384209,0.000357911,0.00029663,0.000377311,0.000263719,0.000272022,0.000251102,0.000246122,0.000229301,0.000660724,0.00051846,0.000376966,0.000374121,0.000792764,0.00028708,0.00034383,0.0003998,0.000362379,0.000651154,0.000382232,0.000495067,0.000255542,0.00062749,0.000347075,0.000164777,0.00028081,0.000425554,0.000262892,0.000347843,0.000534492,0.000183109,0.000321351,0.000259892,0.000495312,0.000329307,0.000326371,0.000468376,0.000570394,0.000486507,0.000212888,0.000286362,0.000377475,0.000292009,0.000326892,0.000312843,0.000491544,0.000251574,0.000390485,0.000389196,0.000371056,0.000479767,0.000456203
"PWY-6703: preQ0 biosynthesis",0.000286259,0.000307431,0.000236372,0.000262925,0.000189671,0.000321177,0.000174121,0.00030327,0.000120774,0.0002163,0.000253666,0.000231537,0.000143531,0.000209922,0.000210312,0.000197572,0.000221828,0.000238205,0.000171228,0.000348649,0.000199093,0.000170384,0.000273709,0.000373157,0.000185643,0.000303264,0.000260083,0.000201684,0.00021274,0.000210832,0.000110825,0.00018623,0.000182885,0.000190317,8.05206e-05,0.000198665,9.94292e-05,0.000249115,0.000254545,0.000239097,0.000104166,0.000126006,0.000198148,0.000205598,0.000270586,0.000466376,0.000188582,0.000199516,0.000360914,0.000392656,0.000320377,0.000144824,0.000148146,0.00024879,0.000111349,0.000208785,0.000452367,0.000117067,0.000225572,0.000141151,0.000135922,0.000111876,0.000122379,0.000302679,0.000226768,0.000250658,6.2542e-05,0.000232657,0.000176797,8.90837e-05,0.000311111,0.000255746,0.000239113,0.000200816,0.000378447,0.000169807,0.000147843,0.000251288,0.000356043
"PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)",0,0,0,0,5.1529e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.133e-05,0,0,0,0,0,9.67342e-06,0,0,5.92415e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35395e-05,0,7.23716e-06,0,0,0,0,0,0,0,0,0
"PWY-6731: starch degradation III",4.83262e-05,0,8.78818e-05,0.000196957,0.000215354,8.37075e-06,9.98597e-05,0,0.000116677,0,3.53715e-05,0.000145512,4.03802e-05,5.50496e-05,0,0,4.83605e-05,0.000104506,0,3.29836e-05,0,0,0,4.04208e-05,7.79883e-05,4.57517e-05,1.91204e-05,8.12604e-05,0.000184189,6.41514e-05,0,0.000106601,0.00012223,5.58283e-05,8.30211e-05,0.000106037,0,0,0.000195627,0.000186242,0,7.56945e-05,0.000124099,9.51186e-05,0.000130763,0,0.000123533,4.31961e-05,0.000130512,6.51368e-05,0,0.000106067,0.000107883,9.36387e-05,3.52929e-05,8.44934e-05,5.07582e-05,8.67829e-05,6.71532e-05,2.9401e-05,0,0.000189178,8.70767e-05,0,0.000133515,0,0,0.000196095,9.14867e-05,7.5671e-05,0.00010722,0,0,5.01659e-05,0,0,0,0,0
