"","SRR6915091_merged_Abundance","SRR6915092_merged_Abundance","SRR6915093_merged_Abundance","SRR6915094_merged_Abundance","SRR6915095_merged_Abundance","SRR6915096_merged_Abundance","SRR6915097_merged_Abundance","SRR6915098_merged_Abundance","SRR6915099_merged_Abundance","SRR6915100_merged_Abundance","SRR6915101_merged_Abundance","SRR6915102_merged_Abundance","SRR6915113_merged_Abundance","SRR6915115_merged_Abundance","SRR6915116_merged_Abundance","SRR6915118_merged_Abundance","SRR6915119_merged_Abundance","SRR6915120_merged_Abundance","SRR6915121_merged_Abundance","SRR6915122_merged_Abundance","SRR6915123_merged_Abundance","SRR6915124_merged_Abundance","SRR6915137_merged_Abundance","SRR6915138_merged_Abundance","SRR6915139_merged_Abundance","SRR6915140_merged_Abundance","SRR6915141_merged_Abundance","SRR6915142_merged_Abundance","SRR6915143_merged_Abundance","SRR6915144_merged_Abundance","SRR6915145_merged_Abundance","SRR6915146_merged_Abundance","SRR6915157_merged_Abundance","SRR6915158_merged_Abundance","SRR6915159_merged_Abundance","SRR6915160_merged_Abundance","SRR6915161_merged_Abundance","SRR6915162_merged_Abundance","SRR6915163_merged_Abundance","SRR6915164_merged_Abundance","SRR6915165_merged_Abundance","SRR6915166_merged_Abundance","SRR6915188_merged_Abundance","SRR6915189_merged_Abundance","SRR6915190_merged_Abundance","SRR6915191_merged_Abundance","SRR6915192_merged_Abundance","SRR6915193_merged_Abundance","SRR6915194_merged_Abundance","SRR6915201_merged_Abundance","SRR6915202_merged_Abundance","SRR6915203_merged_Abundance","SRR6915204_merged_Abundance","SRR6915205_merged_Abundance","SRR6915206_merged_Abundance","SRR6915207_merged_Abundance","SRR6915208_merged_Abundance","SRR6915209_merged_Abundance","SRR6915210_merged_Abundance","SRR6915211_merged_Abundance","SRR6915212_merged_Abundance","SRR6915213_merged_Abundance","SRR6915214_merged_Abundance","SRR6915215_merged_Abundance","SRR6915216_merged_Abundance","SRR6915217_merged_Abundance","SRR6915218_merged_Abundance","SRR6915219_merged_Abundance","SRR6915220_merged_Abundance","SRR6915221_merged_Abundance","SRR6915222_merged_Abundance","SRR6915223_merged_Abundance","SRR6915224_merged_Abundance","SRR6915225_merged_Abundance","SRR6915226_merged_Abundance","SRR6915227_merged_Abundance","SRR6915228_merged_Abundance","SRR6915229_merged_Abundance","SRR6915230_merged_Abundance"
"PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)",0,0,1.25308e-06,1.90304e-05,5.06407e-05,2.52289e-05,0,1.56001e-07,6.9192e-06,0,0,1.01011e-05,1.20242e-06,0,0,0,0,0,2.83114e-07,0,0,3.51225e-06,7.11691e-06,0,0,0,4.37625e-05,0,0,0,0,7.6697e-06,2.47339e-05,0,2.55215e-06,1.55713e-05,0,9.88678e-07,3.98159e-06,0,0,0,4.79265e-06,0,0,0,0,5.58313e-07,1.47438e-06,6.98232e-06,0,0,0,0,0,0,2.37646e-06,1.10345e-06,0,0,0,1.43541e-05,0,9.83133e-06,0,0,1.42097e-06,7.28973e-05,3.50581e-07,8.41831e-06,1.25123e-06,0,0,2.63124e-05,0,0,0,6.90593e-07,3.00678e-06
"PWY-6731: starch degradation III",6.64133e-05,4.96498e-05,8.83955e-05,0.000245105,0.000206813,6.58425e-05,0.000134251,7.16239e-08,0.000141893,6.24847e-05,8.92491e-05,0.000189345,7.33022e-05,8.60218e-05,8.8299e-05,1.08367e-05,8.17842e-05,0.000123634,6.07757e-05,0.000121728,0.000113989,5.91411e-05,4.99103e-05,7.57244e-05,0.000129004,9.22073e-05,8.9533e-05,0.000130925,0.000230417,6.01408e-05,3.88277e-05,0.000140428,0.000124319,5.59494e-05,0.000110248,0.00014461,3.16193e-05,4.2778e-05,0.000223521,0.000205138,3.08365e-05,0.000125243,0.000172494,0.000145675,0.000156989,6.62086e-05,0.000169876,8.33362e-05,0.000132093,0.000105985,7.43562e-05,9.72507e-05,0.000155372,0.00015943,4.23295e-05,0.00014874,7.79838e-05,0.000119471,0.000147825,7.98166e-05,8.63029e-06,0.000219984,0.000121234,3.62828e-05,0.000215516,9.44132e-06,6.79327e-05,0.000186611,0.00010999,0.000105474,0.000156406,1.93383e-05,0.000125064,5.15131e-05,0.000122956,7.67319e-05,4.83648e-06,7.75942e-05,4.78175e-05
"PWY-6748: nitrate reduction VII (denitrification)",0,0,0,9.3023e-06,0,0,0,0,0,0,0,0,0,3.15632e-06,0,0,0,0,0,0,0,0,1.26536e-05,0,0,0,0,0,0,0,0,0,1.18108e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13062e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47863e-05,0,0,0,0,0,0,0,0,0,0,0
"PWY-6749: CMP-legionaminate biosynthesis I",3.97525e-06,0,2.34603e-06,3.58488e-06,0,1.44086e-06,0,0,1.01167e-05,0,0,2.22756e-05,2.72378e-06,3.29914e-05,4.41003e-06,0,0,5.24424e-05,0,0,2.04843e-06,0,0,0,2.51925e-06,0,5.26192e-07,7.09164e-05,4.27947e-06,0,0,1.731e-06,5.2121e-05,0,9.01359e-07,0,0,0,0,0,0,0,2.24776e-06,0,6.05301e-06,0,0,0,0,1.87474e-05,0,0,8.69607e-06,5.35804e-06,0,0,1.24838e-06,5.7524e-07,0,7.38433e-07,0,7.00996e-06,1.17783e-05,3.14253e-06,0,0,0,0,4.17071e-06,3.59853e-06,8.34169e-07,0,0,1.75243e-05,1.09581e-06,0,0,1.78825e-06,7.56118e-06
"PWY-6763: salicortin biosynthesis",3.17339e-05,0,0,0,1.30728e-05,0,0,0,0,0,0,0,4.72751e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75891e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2456e-07,0,0,0,7.68844e-06,0,0,1.1035e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12485e-07,1.20438e-06,0,0,0,0,0,0,1.2904e-06,0,0,2.88921e-06
"PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)",0,0,0,0,0,0,0,0,0,1.38073e-05,0,0,4.64756e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6803: phosphatidylcholine acyl editing",0.000154985,1.7869e-06,1.39629e-05,0.000195681,0.000387474,0.000418587,9.11317e-07,0.000626843,4.20625e-05,0,4.22412e-06,8.16561e-05,6.4493e-06,0,8.50766e-07,0,0,2.673e-06,1.43875e-05,0,3.13324e-05,3.45099e-05,4.14216e-05,0,4.14372e-06,5.53942e-06,0.000190983,4.10947e-06,0,0,9.1605e-05,0.00010292,0.000153233,5.94505e-05,3.61108e-05,0.000138931,0,1.17123e-05,2.61649e-05,4.44712e-05,0,0,5.06287e-05,0,1.65483e-06,5.39347e-06,0,2.61106e-05,3.01489e-05,8.13576e-05,0,8.21979e-05,6.65781e-05,0,8.56921e-07,2.11101e-06,1.22977e-05,6.54508e-05,1.87249e-06,1.87121e-06,0,9.20537e-05,2.17844e-06,3.78313e-05,0,1.21362e-05,2.55403e-05,0.000345802,1.13579e-05,0.000168626,4.91713e-05,1.62717e-05,0,0.000162471,8.40835e-06,7.79274e-06,0,3.30207e-05,2.19067e-05
"PWY-6807: xyloglucan degradation II (exoglucanase)",0,0,0,0,0,0,6.75462e-06,0,0,7.35511e-05,2.04959e-05,0,0,0,0,0,9.06668e-05,0,0,1.76971e-06,4.76929e-06,6.1943e-06,0,5.91508e-06,0,0,0,0,7.07125e-06,0,0,4.18162e-05,0,1.14976e-05,0,9.55647e-06,0,0,1.09484e-05,0,0,0,0,2.13364e-06,5.3956e-06,2.76135e-05,4.03088e-06,8.5521e-06,3.85765e-06,0,1.65725e-05,9.7579e-06,0,0,0,0,0,1.8915e-05,0,0,0,0,0,0,0,0,0,0,5.67696e-06,2.13103e-06,3.71028e-06,1.72575e-06,0,0,0,7.5886e-06,0,0,0
"PWY-6823: molybdopterin biosynthesis",7.2041e-05,8.04988e-05,5.68409e-05,8.70937e-05,0.000165803,0.000240113,0.000158933,0.000249256,0.000200093,0.000128819,8.36949e-05,0.00011827,9.65689e-05,4.29785e-05,0.000109662,6.21875e-05,4.66857e-05,6.73352e-05,0.000142183,0.000110931,8.11462e-05,0.000103328,0.000121757,5.65351e-05,0.000134527,9.25767e-05,0.000162009,6.81999e-05,0.000199274,9.74526e-05,4.09656e-05,0.000124913,0.000154991,5.54066e-05,0.000140083,9.34269e-05,5.91613e-05,0.000220931,0.000181231,0.000122697,3.41295e-05,9.30688e-05,0.000157746,0.000219955,0.000141002,6.07153e-05,0.00022522,0.000239723,8.50512e-05,0.000131375,3.26889e-05,0.000139621,0.000163625,0.000133746,0.000169796,0.000152807,3.12182e-05,0.000156129,0.000113586,0.000134625,0.00021006,0.000267574,0.000178395,8.49521e-05,7.33672e-05,0.000116497,0.000191943,0.000170212,0.000173119,0.000179875,5.50491e-05,0.000136533,8.2179e-05,0.000123866,7.38297e-05,0.000240526,0.000113956,8.97355e-05,0.000421812
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6859: all-trans-farnesol biosynthesis",0.000137704,6.47472e-06,2.08175e-05,5.13676e-05,8.50007e-05,1.25159e-05,1.91828e-05,5.69189e-06,6.17519e-05,0.000114973,2.44637e-05,7.32502e-05,4.16291e-05,5.73182e-05,1.95179e-05,3.93131e-06,3.09503e-05,4.94477e-05,8.84374e-06,2.39673e-05,5.56674e-05,4.22702e-05,4.32536e-05,9.34416e-05,1.10463e-05,1.12154e-05,0.000156613,5.94968e-05,4.54625e-05,3.29122e-05,8.65785e-06,0.000125119,0.000188671,9.10204e-05,3.90062e-05,8.44046e-05,1.96845e-06,2.67686e-05,4.21784e-05,2.56382e-05,7.65293e-06,3.66424e-05,4.54212e-05,4.87689e-05,2.69211e-05,2.32496e-06,6.03509e-05,3.76185e-05,0.000129798,5.70633e-05,4.02246e-05,5.18705e-05,4.27371e-05,5.43696e-05,1.00016e-05,3.6228e-05,9.38707e-05,5.48682e-05,3.20367e-05,2.38932e-05,7.07246e-06,0.000120396,8.51038e-06,1.30758e-05,5.087e-05,4.84047e-06,5.88082e-05,8.35206e-05,1.87214e-05,5.34671e-05,6.87742e-05,1.45205e-05,1.55408e-05,8.8316e-05,7.5326e-05,5.91736e-05,0,4.38378e-05,3.32512e-05
"PWY-6876: isopropanol biosynthesis (engineered)",6.32533e-06,3.5108e-06,0,1.05248e-05,0,0,0,0,1.36357e-06,0,6.96292e-07,5.05619e-07,5.16044e-05,6.95197e-06,1.27776e-06,5.58474e-06,0,0,1.96059e-06,1.87553e-06,0,1.01053e-05,2.14277e-06,0,0,3.74334e-06,0,0,1.5817e-06,1.83027e-06,0,0,0,0,0,0,0,0,3.49893e-06,0,0,0,0,0,9.75002e-07,2.15202e-05,0,0,1.06349e-05,0,0,0,3.31143e-06,1.00126e-06,3.27817e-06,6.33368e-07,2.22595e-05,0,0,2.17956e-06,0,0,0,3.66213e-06,3.11437e-06,0,0,0,0,0,1.28293e-05,1.79836e-06,1.55041e-06,4.29986e-05,2.75944e-05,1.61041e-06,0,5.76437e-06,8.35047e-06
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II",0.000180339,0,2.85625e-05,0.000182935,0.000235802,0.000195329,3.06413e-05,1.3881e-05,0.000242058,4.41605e-06,3.57389e-05,0.000221456,5.28302e-05,4.69345e-05,6.04047e-05,3.39706e-06,1.73136e-05,2.34004e-05,4.37165e-05,1.89469e-05,8.86358e-05,0.00016573,0.000157533,9.15532e-06,6.99333e-05,3.03196e-05,0.000246274,3.32003e-05,6.52638e-05,0.00021333,0.000155074,0.000210835,0.000239634,0.000137107,0.000169288,0.000169377,0,3.85432e-05,0.000204524,8.42787e-05,8.62696e-05,4.67497e-05,0.000118364,9.93817e-05,5.79791e-05,6.32392e-05,0.00012582,5.99756e-05,0.000113697,0.000183068,1.22009e-05,0.000138928,0.000163048,3.045e-05,6.70017e-05,7.11213e-05,7.33798e-05,0.000138054,4.50153e-05,5.44366e-05,0.000110184,0.000186871,5.47755e-05,0.000194869,7.45632e-05,0.000180718,0.000160749,0.000230077,8.15645e-05,0.000238332,0.000166107,0.000102636,4.13047e-05,0.000210002,9.20882e-05,4.3421e-05,2.92351e-05,8.52849e-05,8.11129e-05
"PWY-6897: thiamine diphosphate salvage II",0.000234912,0.000110843,0.00027855,0.000196915,0.000220609,0.000298446,0.000316554,0.000316103,0.000274367,0.000209773,0.00034737,0.000251762,0.000122108,0.000286941,0.00024234,0.000386565,0.000195185,0.000255891,0.000307176,0.000379179,0.000224117,0.000199537,0.000167133,0.00021752,0.000311985,0.000357676,0.00025424,0.000280993,0.00030336,0.000256932,0.000357479,0.000253163,0.000223324,0.000161,0.000242862,0.000162478,0.000133413,0.000335118,0.000338807,0.000323529,0.000418907,0.00023552,0.000287115,0.000261654,0.000331094,0.000419344,0.000267476,0.000298677,0.000272114,0.000169829,0.000204737,0.000180295,0.000238444,0.000266834,0.000219885,0.000294634,0.000225314,0.000191051,0.000242327,0.000216073,0.000218685,0.00020983,0.000249366,0.000189212,0.000269598,0.000324021,0.000267123,0.000202977,0.000367385,0.000239805,0.000246283,0.000344018,0.000342557,0.00021376,0.000303515,0.000240841,0.000255724,0.000185998,0.000149898
"PWY-6901: superpathway of glucose and xylose degradation",0.000290472,0.000162463,0.000127876,0.0003607,0.000383382,0.00038428,0.000164353,0.000374092,0.000164577,0.000255415,0.000142035,0.000261321,0.000141643,0.000121858,0.00014531,4.32948e-05,0.000142129,0.000162797,0.000171309,0.000119022,0.000219937,0.000164335,0.000151889,0.00021949,0.000105393,0.000122927,0.000249525,0.000154939,0.000231247,0.000121847,9.30681e-05,0.000287159,0.000275361,0.000162396,0.000163346,0.000251969,5.44602e-05,0.000110682,0.000251801,0.000141418,6.08495e-05,0.000190926,0.000189265,0.000238219,0.000190476,8.72533e-05,0.000233609,0.000176058,0.000234188,0.000196121,0.000122567,0.000218643,0.000210316,0.000206739,0.000196379,0.000202625,0.000210033,0.000220823,0.00016627,0.000137432,4.9254e-05,0.000217553,0.000148199,0.000135799,0.000225883,7.65538e-05,0.000174522,0.000345137,0.00011595,0.000281054,0.000203871,5.43588e-05,0.000157528,0.000265341,0.000178897,0.000145732,6.23003e-05,0.000147288,0.000143383
"PWY-6902: chitin degradation II (Vibrio)",9.05119e-05,5.24198e-05,3.59964e-05,9.09061e-06,2.73496e-05,0.000274041,7.49357e-05,0.000282801,8.98314e-05,3.6914e-05,2.61908e-05,5.81604e-05,6.59319e-05,6.74388e-05,6.14193e-05,7.55552e-06,4.80231e-05,6.86651e-05,1.78098e-05,0.000121753,5.26865e-05,0.000123315,1.28148e-05,3.22606e-05,1.61607e-05,0.000101128,8.68955e-05,6.64037e-05,0.000109639,3.41521e-05,2.43631e-05,0.000142777,0.000119653,9.1522e-05,4.4481e-05,1.71935e-05,1.9294e-05,3.43075e-05,4.17471e-05,5.78923e-05,1.03343e-05,7.77682e-05,6.04144e-05,3.33085e-05,0.000147532,1.00873e-05,4.4679e-05,2.12175e-05,7.82364e-05,5.31463e-05,0.00015212,0.000203619,5.72402e-05,0.000104478,3.68906e-05,9.58735e-05,0.000120507,0.000174459,8.40457e-05,2.11299e-05,3.08154e-05,6.70775e-05,7.92084e-05,1.78833e-05,4.19759e-05,4.51557e-05,2.7467e-05,0.000124909,2.81986e-05,0.000106842,0.000144553,8.19095e-06,7.12286e-05,4.82581e-05,0.000194056,5.24091e-05,2.28622e-05,2.87371e-05,1.75505e-05
"PWY-6906: chitin derivatives degradation",0,2.89241e-05,2.20936e-05,1.12197e-05,0,0,6.07064e-06,0,6.73291e-05,3.02837e-05,8.61322e-05,5.67284e-05,4.24668e-05,2.21437e-05,4.06836e-05,0,4.48643e-05,2.85983e-05,6.84647e-06,5.73942e-05,5.22736e-05,4.45534e-05,4.3995e-05,0,0.000119128,3.46357e-05,1.05048e-05,2.80796e-05,7.12991e-06,2.63258e-05,1.40343e-05,4.23169e-05,8.32312e-05,1.16197e-05,4.89292e-05,1.10172e-05,9.61718e-06,2.69125e-05,3.68939e-05,5.06567e-05,0,4.26223e-05,6.4936e-05,1.41006e-05,2.06917e-05,3.96241e-05,1.34676e-05,3.73667e-05,0.000148269,4.73967e-05,3.3048e-05,2.92055e-05,5.9523e-05,0.000112668,1.47908e-05,4.64698e-05,0.000126542,2.47772e-05,3.47124e-05,4.42506e-05,0,1.19211e-05,3.84303e-05,4.15346e-05,0,0,1.84236e-05,0,1.2786e-05,0,5.45745e-05,1.23355e-05,1.91828e-05,3.5854e-05,0.000123413,2.40871e-05,0,9.0578e-06,2.15597e-05
"PWY-6920: 6-gingerol analog biosynthesis (engineered)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38315e-07,8.76456e-06,0,6.69241e-07,0,0,0,5.15176e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4259e-07,0,5.30514e-06,3.85615e-07,0,0,0,0,0,2.98242e-06,0,1.63684e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12919e-05,1.03558e-06,0,0,0,0,0,0,0,4.81721e-06
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",4.63143e-05,0,4.66236e-06,9.45123e-05,2.69342e-05,3.90195e-06,4.06505e-06,0,6.51035e-06,0,1.52869e-06,1.86191e-05,4.06021e-06,1.7993e-05,1.60438e-06,1.56645e-05,3.87031e-06,9.62195e-06,1.03734e-05,3.63138e-05,1.61835e-05,2.25599e-05,3.78699e-05,3.6403e-05,1.49673e-05,0,6.57771e-05,9.15101e-06,0,7.37305e-06,7.34059e-06,1.85805e-05,3.10074e-05,8.22112e-06,1.16046e-05,1.61792e-05,0,7.01927e-06,2.36456e-05,1.5361e-06,6.08332e-06,0,1.15081e-05,2.44941e-06,0,1.94836e-06,2.00583e-06,7.1839e-07,2.53134e-05,4.43722e-05,1.80399e-05,5.03854e-05,5.85769e-06,0,9.98582e-06,4.73099e-06,2.10767e-05,3.90987e-05,3.52549e-06,1.51037e-05,1.04171e-05,2.2007e-05,6.94151e-06,2.88567e-05,0,9.67923e-06,1.65057e-05,1.97602e-06,1.67715e-05,6.6184e-06,1.72923e-05,3.86707e-06,6.48147e-06,6.72451e-05,1.21769e-06,8.46385e-07,7.81978e-07,1.88166e-05,4.16548e-05
"PWY-6936: seleno-amino acid biosynthesis (plants)",0.000244419,6.11037e-05,3.1958e-05,0.000294836,0.000477939,0.000469972,0.000110103,0.000533681,0.000126298,0.000174126,4.02788e-05,0.000196578,9.6258e-05,8.09589e-05,7.09693e-05,1.01501e-05,5.96979e-05,2.48051e-05,0.000103677,9.57289e-05,0.000206143,8.38308e-05,9.16771e-05,0.000249311,3.16306e-05,2.94415e-05,0.000360383,2.35232e-05,8.81304e-05,5.02849e-05,8.32409e-05,0.00028686,0.000252001,6.47152e-05,8.88572e-05,0.000271422,3.45724e-05,0.000160437,9.61452e-05,5.46536e-05,0.000126265,0.000133374,0.000122919,0.000164954,6.29098e-05,5.22469e-05,0.000149467,0.000159555,0.000164536,0.00013907,8.19616e-05,0.000131911,0.000113517,5.14363e-05,0.000157748,0.000107656,5.91837e-05,0.000159898,9.91408e-05,8.10137e-05,3.36031e-05,0.000220136,2.65627e-05,9.82852e-05,4.26957e-05,3.98883e-05,0.000109176,0.000377401,4.18935e-05,0.000289369,0.000159178,7.18141e-05,4.85495e-05,0.000262736,4.87645e-05,8.47349e-05,4.60941e-05,5.88506e-05,0.000200432
"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21084e-06,0,2.1838e-05,0,1.58834e-06,0,0,0,0,0,1.68449e-05,6.33715e-06,0,0,8.57407e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48648e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38553e-06,0,0,2.59931e-06,0,8.87322e-06,0,0,0,0
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)",2.35122e-05,0,4.93413e-06,0.000139473,0.000287698,5.15297e-05,0,8.65885e-07,3.22367e-05,0,3.18779e-06,6.1363e-05,9.24633e-06,0,0,0,0,0,5.55997e-06,3.41519e-07,2.58572e-05,3.09536e-05,2.26435e-05,0,3.34054e-06,0,0.000187826,0,0,0,2.71321e-05,8.7734e-05,0.00011909,1.72143e-05,2.40227e-05,0.000113351,0,6.37074e-06,2.22439e-05,8.97781e-06,0,0,1.29933e-05,0,2.03895e-06,3.76963e-06,0,8.1865e-06,1.98132e-05,4.78809e-05,0,3.90157e-06,2.20648e-05,1.45465e-06,0,1.50939e-06,9.03892e-06,6.13113e-06,9.10619e-07,1.80587e-06,1.47291e-06,5.18079e-05,1.56789e-06,4.76886e-05,0,1.48228e-05,8.5589e-06,0.000119649,8.98181e-06,7.8292e-05,1.28471e-05,7.12692e-06,0,0.000227956,9.66854e-06,8.86823e-07,0,5.48144e-06,3.68413e-05
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)",0.000217696,6.00263e-05,6.52675e-05,0.000160666,0.000322179,5.65154e-05,8.58033e-05,1.53869e-06,8.51673e-05,2.24622e-05,5.43769e-05,0.000117781,6.56065e-05,0.000194494,0.000123657,2.69991e-05,4.10955e-05,0.000177421,0.000104685,0.000112619,0.000160095,0.000169065,0.000181063,0.000234928,8.89126e-05,0.000129794,0.000134269,0.000168516,9.73669e-05,5.08211e-05,6.64781e-05,0.000146503,0.000186805,4.19344e-05,0.000110625,0.00015736,3.44918e-05,8.12712e-05,5.99176e-05,8.6204e-05,2.21281e-05,9.0872e-05,6.35484e-05,8.65511e-05,6.28431e-05,1.37493e-05,7.09968e-05,0.000113444,0.000104726,0.000317773,7.9161e-05,5.26325e-05,0.000110255,5.42049e-05,7.6733e-05,0.000123813,3.04703e-05,6.10034e-05,0.000112416,7.25465e-05,5.91551e-05,9.75456e-05,0.00010976,0.000118777,5.67374e-05,6.35704e-05,6.81038e-05,0.000216189,4.80724e-05,0.000129004,0.000145114,7.95237e-05,5.71507e-05,0.000174581,4.80442e-05,0.000104537,3.66548e-05,6.27134e-05,9.69973e-05
"PWY-6981: chitin biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6992: 1,5-anhydrofructose degradation",2.23006e-06,1.67461e-05,4.8801e-06,8.91657e-06,1.07299e-05,4.90869e-06,0,9.46088e-08,6.32949e-07,0,0,5.30619e-05,9.63805e-07,3.80068e-05,0,0,0,5.33231e-06,0,0,2.91932e-05,6.24553e-07,2.36638e-06,0,1.11425e-05,0,1.46772e-05,0,0,0,7.12959e-06,5.95549e-05,3.21093e-06,3.13156e-05,1.77339e-05,7.29215e-05,0,0,2.8363e-06,2.01184e-06,0,0,6.26037e-07,0,0,2.39528e-05,0,6.31124e-07,4.63224e-05,5.68766e-05,1.49062e-05,0,5.46046e-06,3.67733e-05,0,0,1.14352e-06,0,0,7.2143e-06,0,3.96786e-06,2.78734e-06,3.03418e-06,0,1.44276e-06,3.56028e-07,1.76787e-05,0,1.50248e-05,9.53266e-06,9.44544e-07,0,0,4.3017e-05,2.31363e-07,1.53674e-06,4.67034e-06,2.54386e-06
"PWY-7000: kanamycin biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30036e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57351e-06,0,0,0,0,0,0,0,0
"PWY-7009: 2,2'-dihydroxybiphenyl degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7013: (S)-propane-1,2-diol degradation",0.000214548,0,1.31151e-05,0.000111731,0.000128835,1.67703e-05,0,7.70776e-07,3.3019e-05,5.02042e-06,2.98925e-06,7.88909e-07,9.82451e-05,1.99006e-05,4.81978e-06,7.06847e-06,7.88593e-06,4.91204e-06,2.76584e-06,1.41398e-05,8.39584e-06,1.25892e-05,0,0,1.87949e-05,6.15162e-06,4.69335e-06,4.04656e-06,1.43102e-06,0,7.0105e-06,0.000100672,2.39466e-06,1.96495e-05,2.49731e-06,0,0,2.24591e-06,3.66516e-05,0,0,6.55853e-06,3.01596e-06,7.72747e-06,7.96547e-07,1.64291e-05,1.37791e-05,0,7.66835e-05,3.57381e-06,1.31051e-05,0.000230811,2.36189e-05,1.47864e-06,3.56772e-06,5.82158e-06,4.35773e-05,0.000194903,3.83605e-06,2.37783e-06,4.43535e-06,2.74319e-06,5.78568e-06,5.7156e-05,5.21888e-06,1.2738e-05,2.4915e-05,2.59725e-05,1.08063e-05,2.68971e-05,3.23906e-05,6.08873e-06,9.06036e-07,0.000329803,4.10851e-05,1.49196e-05,1.38546e-06,3.28665e-05,5.23496e-05
"PWY-702: L-methionine biosynthesis II",0.000128322,2.55311e-05,1.95664e-05,0.000152778,0.000253738,0.000407578,2.11262e-05,0.000479852,7.77288e-05,6.39815e-05,2.05126e-05,0.000103628,4.81517e-05,1.11788e-05,3.37599e-05,7.11531e-06,2.81395e-05,9.97396e-06,3.66906e-05,2.84043e-05,6.59295e-05,4.31588e-05,5.94494e-05,2.11017e-05,1.91777e-05,1.3235e-05,0.000194624,1.42161e-05,3.11322e-05,5.89174e-06,4.13848e-05,0.000133162,0.000145484,3.12852e-05,4.4003e-05,0.000135405,0,5.61378e-05,5.64846e-05,3.20438e-05,0,3.7355e-05,7.32958e-05,6.72413e-05,2.18512e-05,2.44238e-05,5.57442e-05,5.31258e-05,6.153e-05,9.57526e-05,1.45683e-05,9.61252e-05,7.28764e-05,1.90546e-05,3.90622e-05,2.36018e-05,3.27181e-05,0.000104648,1.45134e-05,1.73979e-05,1.05476e-05,0.000157894,5.89577e-06,7.00749e-05,3.45106e-05,1.77614e-05,4.41194e-05,0.00027738,1.78677e-05,0.000257444,6.67037e-05,4.89165e-05,8.87598e-06,0.000215923,4.38263e-05,4.44726e-05,8.5647e-06,4.40518e-05,8.88e-05
"PWY-7031: protein N-glycosylation (bacterial)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02599e-05,0,0,5.16055e-06,0,0,0,0,0,0,1.04176e-05,0,0,0,4.0502e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73318e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77302e-07,0
